assignment_id,employee_id,project_id,start_date,end_date,utilization_pct
ASG002536,EMP00193,PRJ0167,2021-11-19,2022-08-06,89
ASG002537,EMP00193,PRJ0175,2022-08-06,2022-10-07,71
ASG002538,EMP00193,PRJ0165,2022-10-07,2023-01-21,78
ASG002539,EMP00193,PRJ0017,2023-01-21,2023-05-03,98
ASG002540,EMP00193,PRJ0080,2023-06-19,2023-11-16,78
ASG002541,EMP00193,PRJ0179,2023-11-16,2024-01-16,88
ASG002542,EMP00193,PRJ0112,2024-01-16,2024-03-16,81
ASG002543,EMP00193,PRJ0187,2024-05-19,2024-11-29,71
ASG002544,EMP00193,PRJ0245,2024-12-29,2025-06-22,94
ASG002545,EMP00193,PRJ0217,2025-07-27,2025-10-29,89
ASG002546,EMP00193,PRJ0062,2025-12-28,2026-04-07,90
ASG002547,EMP00193,PRJ0015,2026-04-07,2026-06-18,77
ASG002548,EMP00194,PRJ0063,2024-02-11,2024-07-15,77
ASG002549,EMP00194,PRJ0023,2024-07-15,2024-11-14,92
ASG002550,EMP00194,PRJ0237,2024-12-06,2025-04-14,86
ASG002551,EMP00194,PRJ0112,2025-04-14,2025-07-06,91
ASG002552,EMP00194,PRJ0030,2025-07-06,2026-03-28,71
ASG002553,EMP00194,PRJ0117,2026-03-28,2026-06-18,97
ASG002554,EMP00195,PRJ0157,2017-11-15,2018-01-16,71
ASG002555,EMP00195,PRJ0156,2018-01-16,2018-08-13,76
ASG002556,EMP00195,PRJ0015,2018-08-13,2018-11-18,76
ASG002557,EMP00195,PRJ0080,2018-11-18,2019-08-05,89
ASG002558,EMP00195,PRJ0171,2019-09-21,2020-04-21,73
ASG002559,EMP00195,PRJ0190,2020-04-21,2020-10-30,88
ASG002560,EMP00195,PRJ0169,2020-10-30,2021-01-12,94
ASG002561,EMP00195,PRJ0190,2021-02-27,2021-09-24,89
ASG002562,EMP00195,PRJ0045,2021-10-20,2022-02-07,98
ASG002563,EMP00195,PRJ0031,2022-03-03,2022-09-27,79
ASG002564,EMP00195,PRJ0004,2022-09-27,2023-02-15,86
ASG002565,EMP00195,PRJ0182,2023-02-15,2023-08-28,94
ASG002566,EMP00195,PRJ0036,2023-10-28,2024-06-11,80
ASG002567,EMP00195,PRJ0180,2024-06-11,2025-02-04,78
ASG002568,EMP00195,PRJ0003,2025-02-04,2025-09-11,89
ASG002569,EMP00195,PRJ0042,2025-09-11,2026-03-01,76
ASG002570,EMP00195,PRJ0128,2026-03-01,2026-06-03,99
ASG002571,EMP00195,PRJ0244,2026-06-03,2026-06-18,77
ASG002572,EMP00196,PRJ0089,2021-07-27,2022-03-08,95
ASG002573,EMP00196,PRJ0134,2022-03-08,2022-06-09,93
ASG002574,EMP00196,PRJ0133,2022-06-09,2022-11-30,82
ASG002575,EMP00196,PRJ0201,2023-01-01,2023-07-12,80
ASG002576,EMP00196,PRJ0211,2023-07-12,2024-04-02,82
ASG002577,EMP00196,PRJ0185,2024-04-02,2024-09-19,81
ASG002578,EMP00196,PRJ0067,2024-09-19,2025-01-25,75
ASG002579,EMP00196,PRJ0043,2025-03-04,2025-06-08,91
ASG002580,EMP00196,PRJ0096,2025-06-08,2025-10-20,73
ASG002581,EMP00196,PRJ0033,2025-10-20,2026-06-18,93
ASG002582,EMP00197,PRJ0192,2016-11-13,2017-02-14,95
ASG002583,EMP00197,PRJ0200,2017-02-14,2017-07-19,97
ASG002584,EMP00197,PRJ0224,2017-09-16,2017-11-23,71
ASG002585,EMP00197,PRJ0069,2017-12-28,2018-06-19,98
ASG002586,EMP00197,PRJ0188,2018-08-22,2018-11-24,92
ASG002587,EMP00197,PRJ0227,2018-12-27,2019-04-13,76
ASG002588,EMP00197,PRJ0031,2019-06-24,2020-01-25,99
ASG002589,EMP00197,PRJ0198,2020-03-01,2020-08-19,99
ASG002590,EMP00197,PRJ0231,2020-08-19,2021-01-10,95
ASG002591,EMP00197,PRJ0008,2021-01-10,2021-04-29,100
ASG002592,EMP00197,PRJ0086,2021-04-29,2021-08-02,95
ASG002593,EMP00197,PRJ0207,2021-08-02,2022-01-08,73
ASG002594,EMP00197,PRJ0110,2022-01-08,2022-09-18,98
ASG002595,EMP00197,PRJ0070,2022-11-11,2023-06-20,96
ASG002596,EMP00197,PRJ0135,2023-06-20,2023-12-25,73
ASG002597,EMP00197,PRJ0017,2023-12-25,2024-08-09,100
ASG002598,EMP00197,PRJ0068,2024-08-09,2025-04-01,71
ASG002599,EMP00197,PRJ0183,2025-05-23,2025-09-12,93
ASG002600,EMP00197,PRJ0250,2025-10-12,2026-06-18,86
ASG002601,EMP00198,PRJ0148,2024-04-07,2024-08-15,87
ASG002602,EMP00198,PRJ0161,2024-08-15,2025-02-06,98
ASG002603,EMP00198,PRJ0020,2025-03-14,2025-07-16,71
ASG002604,EMP00198,PRJ0128,2025-07-16,2026-02-17,72
ASG002605,EMP00198,PRJ0117,2026-02-17,2026-06-18,99
ASG002606,EMP00199,PRJ0131,2025-02-07,2025-09-12,89
ASG002607,EMP00199,PRJ0093,2025-09-12,2026-02-24,87
ASG002608,EMP00199,PRJ0015,2026-04-05,2026-06-18,81
ASG002609,EMP00200,PRJ0128,2019-04-17,2019-12-09,100
ASG002610,EMP00200,PRJ0220,2019-12-09,2020-07-26,71
ASG002611,EMP00200,PRJ0146,2020-09-22,2021-06-11,71
ASG002612,EMP00200,PRJ0043,2021-07-20,2022-03-26,98
ASG002613,EMP00200,PRJ0095,2022-04-29,2022-12-02,100
ASG002614,EMP00200,PRJ0041,2023-02-25,2023-09-13,100
ASG002615,EMP00200,PRJ0066,2023-10-14,2024-05-13,81
ASG002616,EMP00200,PRJ0198,2024-05-13,2024-09-08,93
ASG002617,EMP00200,PRJ0027,2024-09-08,2025-01-11,73
ASG002618,EMP00200,PRJ0229,2025-02-18,2025-04-24,84
ASG002619,EMP00200,PRJ0147,2025-06-30,2026-02-25,75
ASG002620,EMP00200,PRJ0173,2026-04-12,2026-06-18,90
ASG002621,EMP00201,PRJ0186,2021-09-26,2022-03-04,92
ASG002622,EMP00201,PRJ0030,2022-03-04,2022-07-27,83
ASG002623,EMP00201,PRJ0059,2022-07-27,2022-11-23,77
ASG002624,EMP00201,PRJ0190,2022-11-23,2023-06-29,88
ASG002625,EMP00201,PRJ0131,2023-06-29,2023-09-14,91
ASG002626,EMP00201,PRJ0001,2023-09-14,2023-12-20,94
ASG002627,EMP00201,PRJ0012,2023-12-20,2024-03-01,95
ASG002628,EMP00201,PRJ0220,2024-03-01,2024-05-10,82
ASG002629,EMP00201,PRJ0221,2024-05-10,2024-10-17,75
ASG002630,EMP00201,PRJ0004,2024-10-17,2025-01-11,73
ASG002631,EMP00201,PRJ0063,2025-01-11,2025-08-27,84
ASG002632,EMP00201,PRJ0012,2025-08-27,2025-10-31,94
ASG002633,EMP00201,PRJ0121,2025-10-31,2026-06-18,91
ASG002634,EMP00202,PRJ0094,2020-02-24,2020-05-24,73
ASG002635,EMP00202,PRJ0099,2020-05-24,2021-02-02,70
ASG002636,EMP00202,PRJ0236,2021-02-02,2021-09-20,70
ASG002637,EMP00202,PRJ0039,2021-09-20,2021-11-27,74
ASG002638,EMP00202,PRJ0046,2021-11-27,2022-02-03,82
ASG002639,EMP00202,PRJ0239,2022-02-20,2022-05-14,82
ASG002640,EMP00202,PRJ0246,2022-05-14,2022-12-29,91
ASG002641,EMP00202,PRJ0220,2022-12-29,2023-05-23,100
ASG002642,EMP00202,PRJ0010,2023-06-22,2024-03-09,95
ASG002643,EMP00202,PRJ0142,2024-03-09,2024-09-04,97
ASG002644,EMP00202,PRJ0206,2024-09-04,2025-05-09,97
ASG002645,EMP00202,PRJ0234,2025-05-09,2025-11-24,88
ASG002646,EMP00202,PRJ0183,2025-11-24,2026-06-01,92
ASG002647,EMP00203,PRJ0190,2016-07-30,2017-01-05,74
ASG002648,EMP00203,PRJ0168,2017-01-27,2017-06-02,88
ASG002649,EMP00203,PRJ0108,2017-07-13,2017-09-13,77
ASG002650,EMP00203,PRJ0058,2017-10-03,2018-04-19,77
ASG002651,EMP00203,PRJ0083,2018-04-19,2018-09-01,84
ASG002652,EMP00203,PRJ0064,2018-09-01,2019-03-06,83
ASG002653,EMP00203,PRJ0107,2019-03-06,2019-11-19,99
ASG002654,EMP00203,PRJ0235,2019-11-19,2020-05-30,95
ASG002655,EMP00203,PRJ0185,2020-07-09,2020-10-31,72
ASG002656,EMP00203,PRJ0082,2020-10-31,2021-06-26,96
ASG002657,EMP00203,PRJ0070,2021-06-26,2022-01-05,95
ASG002658,EMP00203,PRJ0212,2022-01-05,2022-04-12,80
ASG002659,EMP00203,PRJ0020,2022-04-12,2022-06-30,79
ASG002660,EMP00203,PRJ0147,2022-06-30,2022-11-27,87
ASG002661,EMP00203,PRJ0096,2022-12-11,2023-03-03,90
ASG002662,EMP00203,PRJ0031,2023-03-03,2023-08-31,78
ASG002663,EMP00203,PRJ0129,2023-08-31,2023-11-23,86
ASG002664,EMP00203,PRJ0173,2023-11-23,2024-07-27,72
ASG002665,EMP00203,PRJ0231,2024-07-27,2024-12-05,83
ASG002666,EMP00203,PRJ0014,2024-12-05,2025-06-26,87
ASG002667,EMP00203,PRJ0046,2025-06-26,2025-12-04,89
ASG002668,EMP00203,PRJ0058,2025-12-04,2026-05-29,82
ASG002669,EMP00203,PRJ0206,2026-05-29,2026-06-18,80
ASG002670,EMP00204,PRJ0133,2018-05-01,2018-10-21,70
ASG002671,EMP00204,PRJ0012,2018-12-03,2019-07-17,81
ASG002672,EMP00204,PRJ0245,2019-07-17,2019-12-23,87
ASG002673,EMP00204,PRJ0103,2019-12-23,2020-06-27,72
ASG002674,EMP00204,PRJ0018,2020-06-27,2021-03-20,84
ASG002675,EMP00204,PRJ0225,2021-03-20,2021-08-30,91
ASG002676,EMP00204,PRJ0120,2021-08-30,2021-11-10,92
ASG002677,EMP00204,PRJ0222,2021-12-09,2022-08-13,81
ASG002678,EMP00204,PRJ0073,2022-08-13,2023-04-11,81
ASG002679,EMP00204,PRJ0199,2023-04-11,2023-06-23,88
ASG002680,EMP00204,PRJ0217,2023-06-23,2023-10-18,100
ASG002681,EMP00204,PRJ0080,2023-11-19,2024-07-04,93
ASG002682,EMP00204,PRJ0084,2024-07-04,2024-09-11,86
ASG002683,EMP00204,PRJ0023,2024-09-11,2025-04-16,81
ASG002684,EMP00204,PRJ0142,2025-04-16,2025-07-02,88
ASG002685,EMP00204,PRJ0117,2025-07-02,2025-11-24,98
ASG002686,EMP00204,PRJ0003,2025-11-24,2026-06-18,97
ASG002687,EMP00205,PRJ0095,2025-04-28,2025-07-26,89
ASG002688,EMP00205,PRJ0052,2025-07-26,2026-01-26,79
ASG002689,EMP00205,PRJ0075,2026-01-30,2026-06-18,94
ASG002690,EMP00206,PRJ0145,2019-04-05,2019-12-05,79
ASG002691,EMP00206,PRJ0201,2019-12-05,2020-06-14,84
ASG002692,EMP00206,PRJ0078,2020-08-06,2021-02-17,93
ASG002693,EMP00206,PRJ0190,2021-02-17,2021-09-14,71
ASG002694,EMP00206,PRJ0160,2021-11-15,2022-06-05,75
ASG002695,EMP00206,PRJ0063,2022-08-07,2023-01-01,80
ASG002696,EMP00206,PRJ0119,2023-01-01,2023-03-04,83
ASG002697,EMP00206,PRJ0095,2023-04-14,2023-07-28,79
ASG002698,EMP00206,PRJ0152,2023-07-28,2024-02-25,71
ASG002699,EMP00206,PRJ0249,2024-04-11,2024-07-20,76
ASG002700,EMP00206,PRJ0127,2024-10-04,2025-02-03,76
ASG002701,EMP00206,PRJ0198,2025-02-03,2025-10-18,86
ASG002702,EMP00206,PRJ0199,2025-12-11,2026-06-18,83
ASG002703,EMP00207,PRJ0051,2022-01-12,2022-08-23,96
ASG002704,EMP00207,PRJ0188,2022-08-23,2023-05-07,100
ASG002705,EMP00207,PRJ0231,2023-05-07,2023-10-20,97
ASG002706,EMP00207,PRJ0140,2023-10-20,2024-03-12,96
ASG002707,EMP00207,PRJ0195,2024-03-12,2024-05-26,72
ASG002708,EMP00207,PRJ0204,2024-06-28,2025-02-27,90
ASG002709,EMP00207,PRJ0063,2025-02-27,2025-05-20,92
ASG002710,EMP00207,PRJ0039,2025-05-20,2025-12-15,72
ASG002711,EMP00207,PRJ0002,2025-12-15,2026-04-12,94
ASG002712,EMP00207,PRJ0239,2026-04-12,2026-06-18,97
ASG002713,EMP00208,PRJ0105,2018-12-31,2019-09-19,79
ASG002714,EMP00208,PRJ0007,2019-09-19,2020-05-01,93
ASG002715,EMP00208,PRJ0060,2020-05-01,2020-12-31,81
ASG002716,EMP00208,PRJ0139,2021-01-18,2021-05-27,95
ASG002717,EMP00208,PRJ0089,2021-05-27,2021-09-08,97
ASG002718,EMP00208,PRJ0163,2021-09-08,2022-04-09,80
ASG002719,EMP00208,PRJ0215,2022-04-09,2022-07-08,90
ASG002720,EMP00208,PRJ0178,2022-07-08,2022-12-29,72
ASG002721,EMP00208,PRJ0225,2022-12-29,2023-04-07,83
ASG002722,EMP00208,PRJ0003,2023-04-07,2023-10-03,86
ASG002723,EMP00208,PRJ0244,2023-10-03,2024-05-13,88
ASG002724,EMP00208,PRJ0086,2024-05-13,2024-09-15,86
ASG002725,EMP00208,PRJ0001,2024-09-15,2024-11-23,72
ASG002726,EMP00208,PRJ0195,2024-11-23,2025-02-26,91
ASG002727,EMP00208,PRJ0169,2025-02-26,2025-11-22,73
ASG002728,EMP00208,PRJ0097,2025-11-22,2026-05-11,96
ASG002729,EMP00208,PRJ0218,2026-05-11,2026-06-18,97
ASG002730,EMP00209,PRJ0189,2024-11-11,2025-06-08,79
ASG002731,EMP00209,PRJ0187,2025-06-08,2025-10-04,94
ASG002732,EMP00209,PRJ0079,2025-10-04,2026-05-31,81
ASG002733,EMP00209,PRJ0027,2026-05-31,2026-06-18,85
ASG002734,EMP00210,PRJ0053,2024-01-01,2024-09-25,92
ASG002735,EMP00210,PRJ0136,2024-09-25,2025-02-10,82
ASG002736,EMP00210,PRJ0061,2025-02-10,2025-05-01,71
ASG002737,EMP00210,PRJ0108,2025-05-01,2026-01-14,79
ASG002738,EMP00210,PRJ0126,2026-01-14,2026-04-26,78
ASG002739,EMP00210,PRJ0247,2026-04-26,2026-06-18,80
ASG002740,EMP00211,PRJ0016,2015-12-02,2016-08-12,95
ASG002741,EMP00211,PRJ0249,2016-08-12,2016-11-30,83
ASG002742,EMP00211,PRJ0037,2016-11-30,2017-06-29,71
ASG002743,EMP00211,PRJ0183,2017-06-29,2018-01-04,79
ASG002744,EMP00211,PRJ0072,2018-01-04,2018-06-30,81
ASG002745,EMP00211,PRJ0024,2018-06-30,2018-09-14,87
ASG002746,EMP00211,PRJ0012,2018-09-14,2019-06-07,81
ASG002747,EMP00211,PRJ0236,2019-06-07,2019-09-06,92
ASG002748,EMP00211,PRJ0060,2019-09-06,2020-02-10,85
ASG002749,EMP00211,PRJ0230,2020-03-05,2020-10-21,89
ASG002750,EMP00211,PRJ0217,2020-10-21,2021-07-03,86
ASG002751,EMP00211,PRJ0134,2021-07-03,2021-10-31,80
ASG002752,EMP00211,PRJ0106,2021-10-31,2022-05-17,84
ASG002753,EMP00211,PRJ0180,2022-05-17,2022-10-04,71
ASG002754,EMP00211,PRJ0230,2022-10-04,2023-06-24,79
ASG002755,EMP00211,PRJ0096,2023-06-24,2024-02-01,77
ASG002756,EMP00211,PRJ0118,2024-02-01,2024-07-30,93
ASG002757,EMP00211,PRJ0250,2024-07-30,2024-11-30,70
ASG002758,EMP00211,PRJ0192,2024-11-30,2025-02-22,73
ASG002759,EMP00211,PRJ0022,2025-02-22,2025-08-31,74
ASG002760,EMP00211,PRJ0149,2025-08-31,2025-11-17,70
ASG002761,EMP00211,PRJ0025,2025-11-17,2026-06-18,79
ASG002762,EMP00212,PRJ0130,2017-01-22,2017-08-13,77
ASG002763,EMP00212,PRJ0035,2017-09-14,2017-11-27,85
ASG002764,EMP00212,PRJ0164,2017-11-27,2018-02-28,73
ASG002765,EMP00212,PRJ0210,2018-02-28,2018-11-15,87
ASG002766,EMP00212,PRJ0101,2018-11-15,2019-07-28,75
ASG002767,EMP00212,PRJ0020,2019-07-28,2019-12-30,85
ASG002768,EMP00212,PRJ0152,2019-12-30,2020-04-03,87
ASG002769,EMP00212,PRJ0146,2020-05-15,2020-10-14,74
ASG002770,EMP00212,PRJ0016,2020-10-14,2021-06-20,94
ASG002771,EMP00212,PRJ0112,2021-06-20,2021-08-30,91
ASG002772,EMP00212,PRJ0170,2021-08-30,2022-01-20,98
ASG002773,EMP00212,PRJ0247,2022-01-20,2022-07-07,96
ASG002774,EMP00212,PRJ0034,2022-07-07,2023-04-01,74
ASG002775,EMP00212,PRJ0061,2023-05-07,2023-07-18,79
ASG002776,EMP00212,PRJ0075,2023-07-18,2023-10-03,87
ASG002777,EMP00212,PRJ0067,2023-10-03,2024-03-17,82
ASG002778,EMP00212,PRJ0218,2024-03-17,2024-07-01,91
ASG002779,EMP00212,PRJ0081,2024-08-18,2024-10-28,82
ASG002780,EMP00212,PRJ0238,2024-10-28,2025-06-17,75
ASG002781,EMP00212,PRJ0206,2025-07-22,2025-11-01,79
ASG002782,EMP00212,PRJ0101,2025-11-01,2026-06-18,92
ASG002783,EMP00213,PRJ0180,2025-04-02,2025-09-09,71
ASG002784,EMP00213,PRJ0213,2025-09-09,2026-02-24,88
ASG002785,EMP00213,PRJ0189,2026-02-24,2026-06-18,75
ASG002786,EMP00214,PRJ0084,2019-08-02,2020-04-01,83
ASG002787,EMP00214,PRJ0082,2020-04-01,2020-08-24,76
ASG002788,EMP00214,PRJ0116,2020-08-24,2021-05-20,97
ASG002789,EMP00214,PRJ0070,2021-05-20,2021-07-19,90
ASG002790,EMP00214,PRJ0060,2021-07-19,2021-11-14,73
ASG002791,EMP00214,PRJ0020,2021-11-14,2022-06-30,79
ASG002792,EMP00214,PRJ0242,2022-06-30,2022-10-06,84
ASG002793,EMP00214,PRJ0052,2022-11-10,2023-04-28,73
ASG002794,EMP00214,PRJ0035,2023-04-28,2023-11-04,92
ASG002795,EMP00214,PRJ0200,2023-11-04,2024-06-04,80
ASG002796,EMP00214,PRJ0198,2024-06-04,2024-09-17,75
ASG002797,EMP00214,PRJ0150,2024-09-17,2025-04-01,91
ASG002798,EMP00214,PRJ0028,2025-04-01,2025-07-29,81
ASG002799,EMP00214,PRJ0040,2025-07-29,2026-03-25,85
ASG002800,EMP00214,PRJ0028,2026-03-25,2026-06-18,95
ASG002801,EMP00215,PRJ0043,2022-06-01,2023-02-07,99
ASG002802,EMP00215,PRJ0116,2023-03-06,2023-05-14,76
ASG002803,EMP00215,PRJ0120,2023-06-22,2024-03-16,80
ASG002804,EMP00215,PRJ0081,2024-03-30,2024-09-05,73
ASG002805,EMP00215,PRJ0105,2024-09-05,2025-03-20,82
ASG002806,EMP00215,PRJ0031,2025-03-20,2025-08-23,72
ASG002807,EMP00215,PRJ0138,2025-08-23,2026-02-12,75
ASG002808,EMP00215,PRJ0092,2026-02-12,2026-06-18,95
ASG002809,EMP00216,PRJ0247,2020-02-05,2020-06-13,98
ASG002810,EMP00216,PRJ0198,2020-06-13,2020-12-26,78
ASG002811,EMP00216,PRJ0054,2021-01-03,2021-08-10,72
ASG002812,EMP00216,PRJ0116,2021-08-10,2022-04-08,85
ASG002813,EMP00216,PRJ0079,2022-04-08,2022-10-10,71
ASG002814,EMP00216,PRJ0119,2022-10-10,2023-05-06,85
ASG002815,EMP00216,PRJ0068,2023-05-06,2023-09-22,79
ASG002816,EMP00216,PRJ0219,2023-10-03,2024-04-11,95
ASG002817,EMP00216,PRJ0031,2024-04-11,2024-08-10,80
ASG002818,EMP00216,PRJ0024,2024-08-10,2025-02-17,78
ASG002819,EMP00216,PRJ0041,2025-02-17,2025-06-11,97
ASG002820,EMP00216,PRJ0207,2025-06-11,2025-12-24,71
ASG002821,EMP00216,PRJ0176,2025-12-24,2026-06-18,81
ASG002822,EMP00217,PRJ0078,2022-01-22,2022-09-14,74
ASG002823,EMP00217,PRJ0212,2022-09-25,2023-04-13,85
ASG002824,EMP00217,PRJ0181,2023-04-30,2024-01-14,99
ASG002825,EMP00217,PRJ0179,2024-01-14,2024-06-02,72
ASG002826,EMP00217,PRJ0155,2024-06-02,2024-09-27,93
ASG002827,EMP00217,PRJ0011,2024-09-27,2025-02-22,71
ASG002828,EMP00217,PRJ0056,2025-02-22,2025-08-03,94
ASG002829,EMP00217,PRJ0214,2025-08-11,2025-12-18,76
ASG002830,EMP00217,PRJ0220,2025-12-18,2026-06-18,99
ASG002831,EMP00218,PRJ0084,2022-12-30,2023-08-08,87
ASG002832,EMP00218,PRJ0038,2023-08-08,2023-11-24,93
ASG002833,EMP00218,PRJ0024,2023-11-24,2024-06-25,92
ASG002834,EMP00218,PRJ0183,2024-06-25,2024-09-11,76
ASG002835,EMP00218,PRJ0064,2024-09-11,2025-03-01,81
ASG002836,EMP00218,PRJ0248,2025-03-27,2025-09-09,71
ASG002837,EMP00218,PRJ0092,2025-09-09,2026-01-30,97
ASG002838,EMP00218,PRJ0102,2026-02-03,2026-05-20,100
ASG002839,EMP00218,PRJ0132,2026-05-20,2026-06-18,89
ASG002840,EMP00219,PRJ0013,2018-07-23,2019-02-24,80
ASG002841,EMP00219,PRJ0174,2019-02-24,2019-08-14,74
ASG002842,EMP00219,PRJ0077,2019-09-25,2020-02-18,99
ASG002843,EMP00219,PRJ0067,2020-02-18,2020-06-27,97
ASG002844,EMP00219,PRJ0210,2020-08-18,2020-11-16,91
ASG002845,EMP00219,PRJ0045,2021-01-06,2021-08-01,80
ASG002846,EMP00219,PRJ0008,2021-08-01,2022-01-05,86
ASG002847,EMP00219,PRJ0244,2022-01-05,2022-04-27,97
ASG002848,EMP00219,PRJ0104,2022-06-27,2023-02-14,87
ASG002849,EMP00219,PRJ0219,2023-02-14,2023-10-08,91
ASG002850,EMP00219,PRJ0116,2023-10-08,2024-04-11,98
ASG002851,EMP00219,PRJ0143,2024-04-11,2024-12-25,98
ASG002852,EMP00219,PRJ0192,2024-12-25,2025-07-24,96
ASG002853,EMP00219,PRJ0141,2025-08-18,2026-01-20,95
ASG002854,EMP00219,PRJ0064,2026-01-20,2026-06-10,76
ASG002855,EMP00219,PRJ0025,2026-06-10,2026-06-18,91
ASG002856,EMP00220,PRJ0119,2020-02-05,2020-05-09,85
ASG002857,EMP00220,PRJ0027,2020-05-09,2020-10-02,92
ASG002858,EMP00220,PRJ0206,2020-10-02,2021-02-19,79
ASG002859,EMP00220,PRJ0204,2021-02-19,2021-09-02,96
ASG002860,EMP00220,PRJ0036,2021-09-02,2021-12-29,89
ASG002861,EMP00220,PRJ0032,2021-12-29,2022-08-11,71
ASG002862,EMP00220,PRJ0004,2022-08-11,2023-04-28,73
ASG002863,EMP00220,PRJ0016,2023-04-28,2023-10-02,93
ASG002864,EMP00220,PRJ0213,2023-10-02,2024-03-19,95
ASG002865,EMP00220,PRJ0200,2024-03-19,2024-10-26,96
ASG002866,EMP00220,PRJ0057,2024-10-26,2025-05-23,73
ASG002867,EMP00220,PRJ0034,2025-05-23,2025-08-13,81
ASG002868,EMP00220,PRJ0051,2025-08-13,2026-04-22,88
ASG002869,EMP00220,PRJ0211,2026-04-22,2026-06-18,83
ASG002870,EMP00221,PRJ0103,2017-02-20,2017-06-20,90
ASG002871,EMP00221,PRJ0096,2017-06-20,2017-10-28,73
ASG002872,EMP00221,PRJ0176,2017-10-28,2018-05-15,84
ASG002873,EMP00221,PRJ0162,2018-05-15,2018-08-16,81
ASG002874,EMP00221,PRJ0241,2018-08-16,2019-05-08,92
ASG002875,EMP00221,PRJ0166,2019-05-08,2019-08-05,73
ASG002876,EMP00221,PRJ0022,2019-08-05,2020-01-14,72
ASG002877,EMP00221,PRJ0150,2020-01-14,2020-05-07,71
ASG002878,EMP00221,PRJ0151,2020-05-07,2020-07-29,97
ASG002879,EMP00221,PRJ0067,2020-07-29,2020-10-28,100
ASG002880,EMP00221,PRJ0235,2020-10-28,2020-12-29,75
ASG002881,EMP00221,PRJ0209,2020-12-29,2021-05-25,82
ASG002882,EMP00221,PRJ0020,2021-06-03,2021-08-15,88
ASG002883,EMP00221,PRJ0006,2021-08-15,2022-01-01,79
ASG002884,EMP00221,PRJ0017,2022-02-03,2022-08-05,95
ASG002885,EMP00221,PRJ0051,2022-08-05,2022-12-22,83
ASG002886,EMP00221,PRJ0232,2022-12-22,2023-03-09,95
ASG002887,EMP00221,PRJ0166,2023-04-09,2023-07-22,76
ASG002888,EMP00221,PRJ0114,2023-07-22,2024-03-17,87
ASG002889,EMP00221,PRJ0208,2024-03-26,2024-10-27,81
ASG002890,EMP00221,PRJ0033,2024-10-27,2025-05-12,92
ASG002891,EMP00221,PRJ0024,2025-05-12,2025-11-30,92
ASG002892,EMP00221,PRJ0232,2025-11-30,2026-02-03,70
ASG002893,EMP00221,PRJ0217,2026-02-03,2026-06-18,81
ASG002894,EMP00222,PRJ0213,2019-01-30,2019-07-24,73
ASG002895,EMP00222,PRJ0208,2019-07-24,2020-03-20,71
ASG002896,EMP00222,PRJ0085,2020-03-20,2020-07-09,80
ASG002897,EMP00222,PRJ0032,2020-07-09,2020-09-09,94
ASG002898,EMP00222,PRJ0011,2020-09-09,2020-11-11,76
ASG002899,EMP00222,PRJ0242,2020-11-11,2021-03-24,84
ASG002900,EMP00222,PRJ0119,2021-03-24,2021-05-26,73
ASG002901,EMP00222,PRJ0013,2021-05-26,2021-12-26,91
ASG002902,EMP00222,PRJ0044,2021-12-26,2022-05-30,89
ASG002903,EMP00222,PRJ0237,2022-05-30,2022-11-02,77
ASG002904,EMP00222,PRJ0147,2022-11-02,2023-06-30,73
ASG002905,EMP00222,PRJ0111,2023-06-30,2023-10-14,79
ASG002906,EMP00222,PRJ0211,2023-10-14,2024-04-25,81
ASG002907,EMP00222,PRJ0186,2024-04-25,2024-07-21,80
ASG002908,EMP00222,PRJ0102,2024-07-21,2024-11-06,91
ASG002909,EMP00222,PRJ0128,2024-11-06,2025-01-31,77
ASG002910,EMP00222,PRJ0008,2025-01-31,2025-07-31,78
ASG002911,EMP00222,PRJ0098,2025-07-31,2025-12-08,91
ASG002912,EMP00222,PRJ0175,2025-12-31,2026-06-17,70
ASG002913,EMP00223,PRJ0110,2024-10-13,2025-06-03,78
ASG002914,EMP00223,PRJ0045,2025-06-03,2025-11-23,78
ASG002915,EMP00223,PRJ0091,2025-11-23,2026-02-20,83
ASG002916,EMP00223,PRJ0055,2026-02-20,2026-06-18,94
ASG002917,EMP00224,PRJ0233,2021-01-28,2021-05-28,70
ASG002918,EMP00224,PRJ0048,2021-07-07,2021-11-04,93
ASG002919,EMP00224,PRJ0071,2021-11-04,2022-07-11,94
ASG002920,EMP00224,PRJ0072,2022-08-23,2023-05-11,96
ASG002921,EMP00224,PRJ0115,2023-06-26,2023-10-09,91
ASG002922,EMP00224,PRJ0227,2023-10-09,2024-01-10,96
ASG002923,EMP00224,PRJ0039,2024-01-10,2024-05-10,94
ASG002924,EMP00224,PRJ0009,2024-05-10,2024-10-09,89
ASG002925,EMP00224,PRJ0158,2024-10-09,2025-02-21,98
ASG002926,EMP00224,PRJ0159,2025-02-21,2025-05-28,97
ASG002927,EMP00224,PRJ0158,2025-05-28,2025-08-25,78
ASG002928,EMP00224,PRJ0063,2025-08-25,2026-05-13,82
ASG002929,EMP00224,PRJ0166,2026-05-13,2026-06-18,98
ASG002930,EMP00225,PRJ0076,2011-01-16,2011-09-24,94
ASG002931,EMP00225,PRJ0128,2011-11-04,2012-04-24,97
ASG002932,EMP00225,PRJ0106,2012-04-24,2012-10-21,72
ASG002933,EMP00225,PRJ0226,2012-10-21,2013-05-15,97
ASG002934,EMP00225,PRJ0141,2013-07-11,2013-10-18,87
