employee_id,assignment_id,snapshot_date,utilization_pct,days_remaining_in_project,experience_years,experience_band,tenure_at_company_days,historical_bench_count,historical_bench_days_total,skill_demand_score,skill_profile,bench_risk_label
EMP00124,ASG001658,2021-05-06,93,45,5,Mid,190,0,0,67.0,balanced,0
EMP00124,ASG001659,2021-11-06,81,39,5,Mid,374,0,0,67.0,balanced,1
EMP00124,ASG001660,2022-03-19,85,15,5,Mid,507,1,35,67.0,balanced,0
EMP00124,ASG001661,2022-06-30,93,24,5,Mid,610,1,35,67.0,balanced,1
EMP00124,ASG001662,2022-10-31,89,45,5,Mid,733,2,65,67.0,balanced,0
EMP00124,ASG001663,2023-02-25,75,27,5,Mid,850,2,65,67.0,balanced,0
EMP00124,ASG001664,2023-09-08,99,29,5,Mid,1045,2,65,67.0,balanced,0
EMP00124,ASG001665,2024-04-04,72,43,5,Mid,1254,2,65,67.0,balanced,0
EMP00124,ASG001666,2024-12-07,82,19,5,Mid,1501,2,65,67.0,balanced,0
EMP00124,ASG001667,2025-04-29,96,31,5,Mid,1644,2,65,67.0,balanced,1
EMP00124,ASG001668,2025-11-17,72,18,5,Mid,1846,3,69,67.0,balanced,1
EMP00125,ASG001670,2021-11-20,83,30,4,Mid,129,0,0,76.8,balanced,0
EMP00125,ASG001671,2022-07-19,82,21,4,Mid,370,0,0,76.8,balanced,0
EMP00125,ASG001672,2022-12-14,86,27,4,Mid,518,0,0,76.8,balanced,0
EMP00125,ASG001673,2023-03-07,92,25,4,Mid,601,0,0,76.8,balanced,0
EMP00125,ASG001674,2023-07-20,81,27,4,Mid,736,0,0,76.8,balanced,0
EMP00125,ASG001675,2023-12-29,88,34,4,Mid,898,0,0,76.8,balanced,0
EMP00125,ASG001676,2024-04-17,99,40,4,Mid,1008,0,0,76.8,balanced,1
EMP00125,ASG001677,2024-11-02,75,15,4,Mid,1207,1,8,76.8,balanced,1
EMP00125,ASG001678,2025-05-29,94,36,4,Mid,1415,2,30,76.8,balanced,0
EMP00125,ASG001679,2026-02-03,86,29,4,Mid,1665,2,30,76.8,balanced,0
EMP00126,ASG001681,2016-09-01,72,45,9,Senior,69,0,0,73.8,modern,0
EMP00126,ASG001682,2016-12-19,94,34,9,Senior,178,0,0,73.8,modern,0
EMP00126,ASG001683,2017-03-13,95,43,9,Senior,262,0,0,73.8,modern,0
EMP00126,ASG001684,2017-10-13,75,38,9,Senior,476,0,0,73.8,modern,0
EMP00126,ASG001685,2018-05-27,78,20,9,Senior,702,0,0,73.8,modern,0
EMP00126,ASG001686,2018-12-30,71,27,9,Senior,919,0,0,73.8,modern,0
EMP00126,ASG001687,2019-07-04,88,37,9,Senior,1105,0,0,73.8,modern,0
EMP00126,ASG001688,2020-03-01,79,19,9,Senior,1346,0,0,73.8,modern,0
EMP00126,ASG001689,2020-06-10,82,31,9,Senior,1447,0,0,73.8,modern,0
EMP00126,ASG001690,2020-08-07,84,36,9,Senior,1505,0,0,73.8,modern,0
EMP00126,ASG001691,2020-10-14,97,33,9,Senior,1573,0,0,73.8,modern,0
EMP00126,ASG001692,2021-07-06,76,27,9,Senior,1838,0,0,73.8,modern,0
EMP00126,ASG001693,2021-11-27,88,19,9,Senior,1982,0,0,73.8,modern,0
EMP00126,ASG001694,2022-05-18,94,44,9,Senior,2154,0,0,73.8,modern,0
EMP00126,ASG001695,2022-12-17,95,17,9,Senior,2367,0,0,73.8,modern,0
EMP00126,ASG001696,2023-05-21,81,41,9,Senior,2522,0,0,73.8,modern,0
EMP00126,ASG001697,2024-01-12,81,32,9,Senior,2758,0,0,73.8,modern,0
EMP00126,ASG001698,2024-08-04,71,24,9,Senior,2963,0,0,73.8,modern,0
EMP00126,ASG001699,2025-02-22,76,34,9,Senior,3165,0,0,73.8,modern,1
EMP00126,ASG001700,2025-06-19,85,40,9,Senior,3282,1,15,73.8,modern,0
EMP00126,ASG001701,2025-08-20,96,44,9,Senior,3344,1,15,73.8,modern,0
EMP00126,ASG001702,2026-03-29,95,27,9,Senior,3565,1,15,73.8,modern,0
EMP00127,ASG001704,2024-03-12,81,15,2,Junior,169,0,0,50.0,legacy,1
EMP00127,ASG001705,2024-11-23,89,35,2,Junior,425,1,56,50.0,legacy,1
EMP00127,ASG001706,2025-09-19,78,24,2,Junior,725,2,100,50.0,legacy,1
EMP00127,ASG001707,2026-03-22,76,43,2,Junior,909,3,129,50.0,legacy,0
EMP00128,ASG001709,2020-06-23,93,32,6,Mid,125,0,0,69.3,modern,0
EMP00128,ASG001710,2020-11-18,86,22,6,Mid,273,0,0,69.3,modern,0
EMP00128,ASG001711,2021-05-17,81,38,6,Mid,453,0,0,69.3,modern,0
EMP00128,ASG001712,2021-12-19,91,32,6,Mid,669,0,0,69.3,modern,0
EMP00128,ASG001713,2022-05-04,95,42,6,Mid,805,0,0,69.3,modern,0
EMP00128,ASG001714,2022-11-08,79,25,6,Mid,993,0,0,69.3,modern,0
EMP00128,ASG001715,2023-03-22,86,17,6,Mid,1127,0,0,69.3,modern,0
EMP00128,ASG001716,2023-06-17,96,42,6,Mid,1214,0,0,69.3,modern,0
EMP00128,ASG001717,2023-10-22,91,31,6,Mid,1341,0,0,69.3,modern,0
EMP00128,ASG001718,2024-04-28,84,31,6,Mid,1530,0,0,69.3,modern,0
EMP00128,ASG001719,2024-09-29,77,16,6,Mid,1684,0,0,69.3,modern,0
EMP00128,ASG001720,2025-01-20,79,16,6,Mid,1797,0,0,69.3,modern,0
EMP00128,ASG001721,2025-08-04,81,38,6,Mid,1993,0,0,69.3,modern,0
EMP00128,ASG001722,2025-12-10,85,42,6,Mid,2121,0,0,69.3,modern,0
EMP00128,ASG001723,2026-03-11,99,21,6,Mid,2212,0,0,69.3,modern,1
EMP00129,ASG001725,2022-06-17,86,39,4,Mid,146,0,0,76.5,modern,0
EMP00129,ASG001726,2023-02-03,91,19,4,Mid,377,0,0,76.5,modern,0
EMP00129,ASG001727,2023-06-19,87,33,4,Mid,513,0,0,76.5,modern,0
EMP00129,ASG001728,2023-12-15,94,40,4,Mid,692,0,0,76.5,modern,0
EMP00129,ASG001729,2024-08-31,75,34,4,Mid,952,0,0,76.5,modern,0
EMP00129,ASG001730,2024-12-06,70,34,4,Mid,1049,0,0,76.5,modern,1
EMP00129,ASG001731,2025-02-25,95,29,4,Mid,1130,1,9,76.5,modern,0
EMP00129,ASG001732,2025-08-22,89,22,4,Mid,1308,1,9,76.5,modern,0
EMP00129,ASG001733,2026-04-14,70,30,4,Mid,1543,1,9,76.5,modern,0
EMP00130,ASG001735,2017-10-22,71,45,9,Senior,192,0,0,49.0,balanced,0
EMP00130,ASG001736,2018-03-04,73,32,9,Senior,325,0,0,49.0,balanced,0
EMP00130,ASG001737,2018-05-09,76,43,9,Senior,391,0,0,49.0,balanced,0
EMP00130,ASG001738,2018-08-06,80,45,9,Senior,480,0,0,49.0,balanced,1
EMP00130,ASG001739,2019-01-14,81,31,9,Senior,641,1,38,49.0,balanced,0
EMP00130,ASG001740,2019-07-05,95,41,9,Senior,813,1,38,49.0,balanced,1
EMP00130,ASG001741,2020-05-28,80,28,9,Senior,1141,2,93,49.0,balanced,0
EMP00130,ASG001742,2020-12-14,73,15,9,Senior,1341,2,93,49.0,balanced,0
EMP00130,ASG001743,2021-03-23,94,22,9,Senior,1440,2,93,49.0,balanced,1
EMP00130,ASG001744,2022-01-15,92,19,9,Senior,1738,3,148,49.0,balanced,0
EMP00130,ASG001745,2022-08-16,80,30,9,Senior,1951,3,148,49.0,balanced,0
EMP00130,ASG001746,2023-01-13,75,42,9,Senior,2101,3,148,49.0,balanced,0
EMP00130,ASG001747,2023-05-08,82,18,9,Senior,2216,3,148,49.0,balanced,0
EMP00130,ASG001748,2023-07-18,96,17,9,Senior,2287,3,148,49.0,balanced,1
EMP00130,ASG001749,2024-05-12,75,33,9,Senior,2586,4,203,49.0,balanced,0
EMP00130,ASG001750,2025-01-12,77,30,9,Senior,2831,4,203,49.0,balanced,1
EMP00130,ASG001751,2025-09-23,80,19,9,Senior,3085,5,252,49.0,balanced,0
EMP00130,ASG001752,2026-04-03,78,44,9,Senior,3277,5,252,49.0,balanced,0
EMP00131,ASG001754,2020-08-27,85,23,5,Mid,68,0,0,80.0,modern,0
EMP00131,ASG001755,2021-04-30,89,35,5,Mid,314,0,0,80.0,modern,0
EMP00131,ASG001756,2021-08-21,81,16,5,Mid,427,0,0,80.0,modern,0
EMP00131,ASG001757,2022-05-13,89,15,5,Mid,692,0,0,80.0,modern,0
EMP00131,ASG001758,2022-08-18,98,45,5,Mid,789,0,0,80.0,modern,1
EMP00131,ASG001759,2023-01-06,99,33,5,Mid,930,1,5,80.0,modern,1
EMP00131,ASG001760,2023-09-21,87,15,5,Mid,1188,2,15,80.0,modern,0
EMP00131,ASG001761,2024-04-11,97,38,5,Mid,1391,2,15,80.0,modern,0
EMP00131,ASG001762,2024-08-27,100,22,5,Mid,1529,2,15,80.0,modern,0
EMP00131,ASG001763,2024-11-06,92,39,5,Mid,1600,2,15,80.0,modern,0
EMP00131,ASG001764,2025-02-19,85,44,5,Mid,1705,2,15,80.0,modern,0
EMP00131,ASG001765,2025-08-10,74,21,5,Mid,1877,2,15,80.0,modern,0
EMP00131,ASG001766,2026-02-13,76,31,5,Mid,2064,2,15,80.0,modern,0
EMP00131,ASG001767,2026-05-09,82,20,5,Mid,2149,2,15,80.0,modern,0
EMP00132,ASG001769,2024-10-03,98,23,2,Junior,123,0,0,82.5,legacy,1
EMP00132,ASG001770,2025-02-21,88,26,2,Junior,264,1,24,82.5,legacy,0
EMP00132,ASG001771,2025-07-02,77,31,2,Junior,395,1,24,82.5,legacy,0
EMP00132,ASG001772,2026-02-25,76,34,2,Junior,633,1,24,82.5,legacy,1
EMP00133,ASG001774,2022-05-10,73,24,4,Mid,188,0,0,61.0,balanced,0
EMP00133,ASG001775,2022-07-27,73,18,4,Mid,266,0,0,61.0,balanced,1
EMP00133,ASG001776,2023-03-23,98,28,4,Mid,505,1,20,61.0,balanced,0
EMP00133,ASG001777,2023-07-27,85,28,4,Mid,631,1,20,61.0,balanced,0
EMP00133,ASG001778,2024-03-22,76,32,4,Mid,870,1,20,61.0,balanced,1
EMP00133,ASG001779,2024-08-13,75,43,4,Mid,1014,2,51,61.0,balanced,1
EMP00133,ASG001780,2024-12-31,100,26,4,Mid,1154,3,68,61.0,balanced,0
EMP00133,ASG001781,2025-05-08,74,23,4,Mid,1282,3,68,61.0,balanced,1
EMP00133,ASG001782,2025-10-16,71,34,4,Mid,1443,4,109,61.0,balanced,1
EMP00133,ASG001783,2026-02-23,98,33,4,Mid,1573,5,149,61.0,balanced,0
EMP00133,ASG001784,2026-05-22,90,20,4,Mid,1661,5,149,61.0,balanced,0
EMP00134,ASG001786,2025-09-15,80,28,1,Junior,132,0,0,72.5,modern,1
EMP00134,ASG001787,2026-01-30,75,35,1,Junior,269,1,25,72.5,modern,0
EMP00134,ASG001788,2026-03-26,71,42,1,Junior,324,1,25,72.5,modern,1
EMP00135,ASG001790,2017-06-04,84,25,9,Senior,199,0,0,72.0,modern,0
EMP00135,ASG001791,2017-10-12,86,39,9,Senior,329,0,0,72.0,modern,0
EMP00135,ASG001792,2018-04-22,89,17,9,Senior,521,0,0,72.0,modern,0
EMP00135,ASG001793,2018-07-18,80,26,9,Senior,608,0,0,72.0,modern,0
EMP00135,ASG001794,2018-11-13,70,24,9,Senior,726,0,0,72.0,modern,1
EMP00135,ASG001795,2019-07-31,85,19,9,Senior,986,1,8,72.0,modern,0
EMP00135,ASG001796,2019-12-31,88,23,9,Senior,1139,1,8,72.0,modern,0
EMP00135,ASG001797,2020-04-22,74,38,9,Senior,1252,1,8,72.0,modern,0
EMP00135,ASG001798,2020-11-28,99,24,9,Senior,1472,1,8,72.0,modern,0
EMP00135,ASG001799,2021-05-13,85,29,9,Senior,1638,1,8,72.0,modern,0
EMP00135,ASG001800,2021-07-16,93,42,9,Senior,1702,1,8,72.0,modern,1
EMP00135,ASG001801,2022-02-16,72,25,9,Senior,1917,2,18,72.0,modern,0
EMP00135,ASG001802,2022-04-14,70,35,9,Senior,1974,2,18,72.0,modern,0
EMP00135,ASG001803,2022-06-30,77,24,9,Senior,2051,2,18,72.0,modern,0
EMP00135,ASG001804,2022-12-24,84,45,9,Senior,2228,2,18,72.0,modern,0
EMP00135,ASG001805,2023-03-13,75,36,9,Senior,2307,2,18,72.0,modern,1
EMP00135,ASG001806,2023-08-31,70,26,9,Senior,2478,3,28,72.0,modern,0
EMP00135,ASG001807,2024-04-02,74,38,9,Senior,2693,3,28,72.0,modern,0
EMP00135,ASG001808,2024-11-09,91,26,9,Senior,2914,3,28,72.0,modern,0
EMP00135,ASG001809,2025-01-22,81,22,9,Senior,2988,3,28,72.0,modern,0
EMP00135,ASG001810,2025-09-20,82,21,9,Senior,3229,3,28,72.0,modern,0
EMP00135,ASG001811,2026-06-01,72,15,9,Senior,3483,3,28,72.0,modern,0
EMP00136,ASG001813,2017-10-17,89,26,8,Senior,118,0,0,50.3,legacy,0
EMP00136,ASG001814,2018-01-12,85,15,8,Senior,205,0,0,50.3,legacy,0
EMP00136,ASG001815,2018-09-02,70,33,8,Senior,438,0,0,50.3,legacy,0
EMP00136,ASG001816,2019-05-20,71,25,8,Senior,698,0,0,50.3,legacy,1
EMP00136,ASG001817,2019-12-24,74,22,8,Senior,916,1,28,50.3,legacy,1
EMP00136,ASG001818,2020-07-31,83,43,8,Senior,1136,2,75,50.3,legacy,0
EMP00136,ASG001819,2021-02-07,71,45,8,Senior,1327,2,75,50.3,legacy,1
EMP00136,ASG001820,2021-10-06,73,16,8,Senior,1568,3,127,50.3,legacy,0
EMP00136,ASG001821,2022-01-25,77,34,8,Senior,1679,3,127,50.3,legacy,0
EMP00136,ASG001822,2022-04-03,70,29,8,Senior,1747,3,127,50.3,legacy,0
EMP00136,ASG001823,2022-05-25,100,45,8,Senior,1799,3,127,50.3,legacy,0
EMP00136,ASG001824,2022-12-26,87,27,8,Senior,2014,3,127,50.3,legacy,0
EMP00136,ASG001825,2023-07-31,92,45,8,Senior,2231,3,127,50.3,legacy,0
EMP00136,ASG001826,2024-02-18,93,23,8,Senior,2433,3,127,50.3,legacy,0
EMP00136,ASG001827,2024-07-12,84,32,8,Senior,2578,3,127,50.3,legacy,0
EMP00136,ASG001828,2024-11-29,99,15,8,Senior,2718,3,127,50.3,legacy,1
EMP00136,ASG001829,2025-07-10,94,15,8,Senior,2941,4,187,50.3,legacy,0
EMP00136,ASG001830,2025-12-08,85,33,8,Senior,3092,4,187,50.3,legacy,0
EMP00137,ASG001832,2019-12-28,84,28,7,Senior,197,0,0,67.0,balanced,0
EMP00137,ASG001833,2020-07-08,100,44,7,Senior,390,0,0,67.0,balanced,0
EMP00137,ASG001834,2021-02-21,96,16,7,Senior,618,0,0,67.0,balanced,0
EMP00137,ASG001835,2021-06-20,91,33,7,Senior,737,0,0,67.0,balanced,1
EMP00137,ASG001836,2022-01-15,76,32,7,Senior,946,1,10,67.0,balanced,0
EMP00137,ASG001837,2022-04-10,88,23,7,Senior,1031,1,10,67.0,balanced,0
EMP00137,ASG001838,2022-07-26,98,32,7,Senior,1138,1,10,67.0,balanced,1
EMP00137,ASG001839,2023-05-18,92,24,7,Senior,1434,2,37,67.0,balanced,0
EMP00137,ASG001840,2023-10-08,84,39,7,Senior,1577,2,37,67.0,balanced,0
EMP00137,ASG001841,2024-04-01,96,36,7,Senior,1753,2,37,67.0,balanced,0
EMP00137,ASG001842,2024-08-23,93,44,7,Senior,1897,2,37,67.0,balanced,0
EMP00137,ASG001843,2025-02-13,70,28,7,Senior,2071,2,37,67.0,balanced,0
EMP00137,ASG001844,2025-11-01,78,34,7,Senior,2332,2,37,67.0,balanced,0
EMP00137,ASG001845,2026-03-15,100,18,7,Senior,2466,2,37,67.0,balanced,0
EMP00138,ASG001847,2023-10-26,99,26,3,Mid,231,0,0,55.0,balanced,0
EMP00138,ASG001848,2024-04-19,77,21,3,Mid,407,0,0,55.0,balanced,1
EMP00138,ASG001849,2025-03-03,71,18,3,Mid,725,1,53,55.0,balanced,0
EMP00138,ASG001850,2025-06-19,82,21,3,Mid,833,1,53,55.0,balanced,1
EMP00138,ASG001851,2026-02-27,97,26,3,Mid,1086,2,89,55.0,balanced,0
EMP00139,ASG001853,2025-04-30,71,39,1,Junior,81,0,0,61.5,balanced,0
EMP00139,ASG001854,2026-01-06,78,37,1,Junior,332,0,0,61.5,balanced,0
EMP00140,ASG001856,2019-08-09,75,26,7,Senior,65,0,0,59.0,balanced,0
EMP00140,ASG001857,2019-12-23,82,37,7,Senior,201,0,0,59.0,balanced,0
EMP00140,ASG001858,2020-05-23,82,20,7,Senior,353,0,0,59.0,balanced,1
EMP00140,ASG001859,2021-01-19,86,34,7,Senior,594,1,54,59.0,balanced,0
EMP00140,ASG001860,2021-10-09,100,16,7,Senior,857,1,54,59.0,balanced,0
EMP00140,ASG001861,2022-03-08,91,37,7,Senior,1007,1,54,59.0,balanced,0
EMP00140,ASG001862,2022-11-15,90,44,7,Senior,1259,1,54,59.0,balanced,0
EMP00140,ASG001863,2023-05-09,82,18,7,Senior,1434,1,54,59.0,balanced,0
EMP00140,ASG001864,2023-11-22,74,39,7,Senior,1631,1,54,59.0,balanced,1
EMP00140,ASG001865,2024-09-18,91,23,7,Senior,1932,2,79,59.0,balanced,0
EMP00140,ASG001866,2025-04-27,77,33,7,Senior,2153,2,79,59.0,balanced,0
EMP00140,ASG001867,2025-08-30,85,45,7,Senior,2278,2,79,59.0,balanced,1
EMP00140,ASG001868,2026-04-28,95,40,7,Senior,2519,3,84,59.0,balanced,0
EMP00141,ASG001870,2022-02-22,75,22,4,Mid,156,0,0,73.8,balanced,0
EMP00141,ASG001871,2022-08-01,96,33,4,Mid,316,0,0,73.8,balanced,0
EMP00141,ASG001872,2023-01-01,75,39,4,Mid,469,0,0,73.8,balanced,0
EMP00141,ASG001873,2023-05-28,87,17,4,Mid,616,0,0,73.8,balanced,0
EMP00141,ASG001874,2023-09-10,98,39,4,Mid,721,0,0,73.8,balanced,0
EMP00141,ASG001875,2024-03-18,85,22,4,Mid,911,0,0,73.8,balanced,1
EMP00141,ASG001876,2024-12-09,71,35,4,Mid,1177,1,45,73.8,balanced,0
EMP00141,ASG001877,2025-06-08,76,42,4,Mid,1358,1,45,73.8,balanced,0
EMP00141,ASG001878,2026-02-22,95,45,4,Mid,1617,1,45,73.8,balanced,0
EMP00142,ASG001880,2014-02-08,83,36,12,Senior,225,0,0,80.2,modern,0
EMP00142,ASG001881,2014-09-14,80,28,12,Senior,443,0,0,80.2,modern,1
EMP00142,ASG001882,2015-06-01,88,15,12,Senior,703,1,21,80.2,modern,0
EMP00142,ASG001883,2015-09-09,76,36,12,Senior,803,1,21,80.2,modern,0
EMP00142,ASG001884,2016-05-30,84,22,12,Senior,1067,1,21,80.2,modern,0
EMP00142,ASG001885,2016-10-11,98,25,12,Senior,1201,1,21,80.2,modern,0
EMP00142,ASG001886,2016-12-12,87,29,12,Senior,1263,1,21,80.2,modern,0
EMP00142,ASG001887,2017-04-15,95,36,12,Senior,1387,1,21,80.2,modern,0
EMP00142,ASG001888,2017-11-02,78,36,12,Senior,1588,1,21,80.2,modern,0
EMP00142,ASG001889,2018-03-28,70,18,12,Senior,1734,1,21,80.2,modern,0
EMP00142,ASG001890,2018-07-20,89,25,12,Senior,1848,1,21,80.2,modern,0
EMP00142,ASG001891,2019-02-23,81,20,12,Senior,2066,1,21,80.2,modern,1
EMP00142,ASG001892,2019-07-12,80,18,12,Senior,2205,2,37,80.2,modern,1
EMP00142,ASG001893,2020-02-23,93,17,12,Senior,2431,3,41,80.2,modern,0
EMP00142,ASG001894,2020-07-20,86,40,12,Senior,2579,3,41,80.2,modern,0
EMP00142,ASG001895,2021-01-14,93,19,12,Senior,2757,3,41,80.2,modern,0
EMP00142,ASG001896,2021-09-24,98,16,12,Senior,3010,3,41,80.2,modern,0
EMP00142,ASG001897,2021-11-26,94,28,12,Senior,3073,3,41,80.2,modern,0
EMP00142,ASG001898,2022-03-06,89,16,12,Senior,3173,3,41,80.2,modern,0
EMP00142,ASG001899,2022-05-03,71,40,12,Senior,3231,3,41,80.2,modern,0
EMP00142,ASG001900,2022-10-26,90,37,12,Senior,3407,3,41,80.2,modern,0
EMP00142,ASG001901,2023-04-17,98,40,12,Senior,3580,3,41,80.2,modern,0
EMP00142,ASG001902,2024-01-02,76,24,12,Senior,3840,3,41,80.2,modern,0
EMP00142,ASG001903,2024-04-23,77,40,12,Senior,3952,3,41,80.2,modern,0
EMP00142,ASG001904,2024-11-10,87,16,12,Senior,4153,3,41,80.2,modern,0
EMP00142,ASG001905,2025-03-30,86,17,12,Senior,4293,3,41,80.2,modern,0
EMP00142,ASG001906,2025-06-06,90,24,12,Senior,4361,3,41,80.2,modern,0
EMP00142,ASG001907,2025-11-24,81,44,12,Senior,4532,3,41,80.2,modern,0
EMP00143,ASG001909,2020-12-21,92,42,5,Mid,143,0,0,84.3,modern,0
EMP00143,ASG001910,2021-04-30,77,35,5,Mid,273,0,0,84.3,modern,0
EMP00143,ASG001911,2021-11-22,99,25,5,Mid,479,0,0,84.3,modern,0
EMP00143,ASG001912,2022-07-03,96,33,5,Mid,702,0,0,84.3,modern,0
EMP00143,ASG001913,2022-11-15,99,27,5,Mid,837,0,0,84.3,modern,0
EMP00143,ASG001914,2023-05-21,74,20,5,Mid,1024,0,0,84.3,modern,1
EMP00143,ASG001915,2024-01-08,86,34,5,Mid,1256,1,12,84.3,modern,0
EMP00143,ASG001916,2024-09-03,96,36,5,Mid,1495,1,12,84.3,modern,0
EMP00143,ASG001917,2025-01-28,76,31,5,Mid,1642,1,12,84.3,modern,0
EMP00143,ASG001918,2025-06-12,85,33,5,Mid,1777,1,12,84.3,modern,0
EMP00143,ASG001919,2026-02-12,83,41,5,Mid,2022,1,12,84.3,modern,0
EMP00144,ASG001921,2019-02-21,79,36,7,Senior,224,0,0,75.0,modern,0
EMP00144,ASG001922,2019-05-28,83,27,7,Senior,320,0,0,75.0,modern,0
EMP00144,ASG001923,2019-08-22,71,28,7,Senior,406,0,0,75.0,modern,1
EMP00144,ASG001924,2020-06-12,72,29,7,Senior,701,1,27,75.0,modern,0
EMP00144,ASG001925,2020-11-10,78,34,7,Senior,852,1,27,75.0,modern,0
EMP00144,ASG001926,2021-02-06,71,40,7,Senior,940,1,27,75.0,modern,0
EMP00144,ASG001927,2021-07-18,82,23,7,Senior,1102,1,27,75.0,modern,0
EMP00144,ASG001928,2021-11-18,80,21,7,Senior,1225,1,27,75.0,modern,0
EMP00144,ASG001929,2022-03-03,78,34,7,Senior,1330,1,27,75.0,modern,0
EMP00144,ASG001930,2022-07-15,89,22,7,Senior,1464,1,27,75.0,modern,0
EMP00144,ASG001931,2023-03-03,92,21,7,Senior,1695,1,27,75.0,modern,0
EMP00144,ASG001932,2023-06-09,78,25,7,Senior,1793,1,27,75.0,modern,0
EMP00144,ASG001933,2023-09-08,95,16,7,Senior,1884,1,27,75.0,modern,0
EMP00144,ASG001934,2024-02-11,74,40,7,Senior,2040,1,27,75.0,modern,0
EMP00144,ASG001935,2024-10-16,96,44,7,Senior,2288,1,27,75.0,modern,0
EMP00144,ASG001936,2025-05-09,93,44,7,Senior,2493,1,27,75.0,modern,0
EMP00144,ASG001937,2025-11-24,76,42,7,Senior,2692,1,27,75.0,modern,0
EMP00145,ASG001939,2024-01-23,93,25,2,Junior,50,0,0,66.0,legacy,0
EMP00145,ASG001940,2024-03-22,80,39,2,Junior,109,0,0,66.0,legacy,0
EMP00145,ASG001941,2024-11-13,97,24,2,Junior,345,0,0,66.0,legacy,0
EMP00145,ASG001942,2025-06-10,81,41,2,Junior,554,0,0,66.0,legacy,0
EMP00145,ASG001943,2025-09-14,87,20,2,Junior,650,0,0,66.0,legacy,1
EMP00145,ASG001944,2026-05-05,73,26,2,Junior,883,1,24,66.0,legacy,0
EMP00146,ASG001946,2010-12-19,90,18,15,Senior,57,0,0,50.5,legacy,1
EMP00146,ASG001947,2011-05-06,93,28,15,Senior,195,1,33,50.5,legacy,0
EMP00146,ASG001948,2011-11-10,78,19,15,Senior,383,1,33,50.5,legacy,0
EMP00146,ASG001949,2012-07-07,71,15,15,Senior,623,1,33,50.5,legacy,0
EMP00146,ASG001950,2012-12-23,76,24,15,Senior,792,1,33,50.5,legacy,0
EMP00146,ASG001951,2013-09-18,89,19,15,Senior,1061,1,33,50.5,legacy,0
EMP00146,ASG001952,2014-01-13,100,36,15,Senior,1178,1,33,50.5,legacy,0
EMP00146,ASG001953,2014-09-23,71,29,15,Senior,1431,1,33,50.5,legacy,1
EMP00146,ASG001954,2015-06-21,84,42,15,Senior,1702,2,74,50.5,legacy,1
EMP00146,ASG001955,2015-11-30,98,43,15,Senior,1864,3,124,50.5,legacy,1
EMP00146,ASG001956,2016-09-06,96,43,15,Senior,2145,4,151,50.5,legacy,0
EMP00146,ASG001957,2016-12-25,80,40,15,Senior,2255,4,151,50.5,legacy,0
EMP00146,ASG001958,2017-05-18,87,19,15,Senior,2399,4,151,50.5,legacy,1
EMP00146,ASG001959,2017-09-02,86,20,15,Senior,2506,5,195,50.5,legacy,1
EMP00146,ASG001960,2018-01-30,97,26,15,Senior,2656,6,251,50.5,legacy,0
EMP00146,ASG001961,2018-09-02,77,33,15,Senior,2871,6,251,50.5,legacy,0
EMP00146,ASG001962,2019-05-01,90,27,15,Senior,3112,6,251,50.5,legacy,0
EMP00146,ASG001963,2019-11-17,72,32,15,Senior,3312,6,251,50.5,legacy,1
EMP00146,ASG001964,2020-03-19,92,21,15,Senior,3435,7,285,50.5,legacy,0
EMP00146,ASG001965,2020-12-09,86,15,15,Senior,3700,7,285,50.5,legacy,0
EMP00146,ASG001966,2021-02-21,96,28,15,Senior,3774,7,285,50.5,legacy,0
EMP00146,ASG001967,2021-06-11,88,17,15,Senior,3884,7,285,50.5,legacy,0
EMP00146,ASG001968,2021-08-12,100,34,15,Senior,3946,7,285,50.5,legacy,1
EMP00146,ASG001969,2022-04-29,93,38,15,Senior,4206,8,350,50.5,legacy,0
EMP00146,ASG001970,2022-07-27,94,33,15,Senior,4295,8,350,50.5,legacy,1
EMP00146,ASG001971,2023-01-10,81,30,15,Senior,4462,9,384,50.5,legacy,0
EMP00146,ASG001972,2023-07-17,78,28,15,Senior,4650,9,384,50.5,legacy,0
EMP00146,ASG001973,2024-03-26,97,18,15,Senior,4903,9,384,50.5,legacy,0
EMP00146,ASG001974,2024-08-25,88,21,15,Senior,5055,9,384,50.5,legacy,1
EMP00146,ASG001975,2025-04-05,79,41,15,Senior,5278,10,428,50.5,legacy,0
EMP00146,ASG001976,2025-11-08,98,24,15,Senior,5495,10,428,50.5,legacy,0
EMP00147,ASG001978,2021-08-30,98,43,5,Mid,76,0,0,71.8,modern,0
EMP00147,ASG001979,2021-11-06,80,35,5,Mid,144,0,0,71.8,modern,0
EMP00147,ASG001980,2022-07-06,71,44,5,Mid,386,0,0,71.8,modern,0
EMP00147,ASG001981,2023-02-15,73,40,5,Mid,610,0,0,71.8,modern,0
EMP00147,ASG001982,2023-08-24,89,19,5,Mid,800,0,0,71.8,modern,0
EMP00147,ASG001983,2023-12-12,76,39,5,Mid,910,0,0,71.8,modern,0
EMP00147,ASG001984,2024-08-01,71,16,5,Mid,1143,0,0,71.8,modern,0
EMP00147,ASG001985,2024-12-10,90,41,5,Mid,1274,0,0,71.8,modern,0
EMP00147,ASG001986,2025-04-30,94,20,5,Mid,1415,0,0,71.8,modern,0
EMP00147,ASG001987,2025-07-16,76,39,5,Mid,1492,0,0,71.8,modern,0
EMP00147,ASG001988,2025-12-09,73,30,5,Mid,1638,0,0,71.8,modern,0
